PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment,Compound QC
2071,375855120,46059186,CC(C)C(=O)N1CCC2=C(C1C3=CC(=CC=C3)F)C=C(C=C2)OCC4=NC(=CO4)C(=O)N5CCCC5,Active,,,,High,187.82,class = 0,QC'ed NCATS
2072,363677804,56962336,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,Active,,,,Moderate,10.74,class = 1,QC'ed NCATS
2073,47196424,2971918,CC1=C(C=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCCO)C.Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2074,7972127,765549,CC1=CC(=CC=C1)CN2CCN(CC2)C3=CC=CC=N3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2075,124398556,53257167,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2076,162210979,71307866,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NN=C4N3CCCCC4,Active,,,,High,488.02,class = 0,QC'ed NCATS
2077,161004009,17154150,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NC2=NC(=CS2)C3=CC=CC=C3,Active,,,,High,861.17,class = 0,QC'ed NCATS
2078,174316133,73330432,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C(=O)NCC9=CC=C(C=C9)F)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2079,144116984,60167843,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3F)C4=CC=CC=C4C(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2080,161004442,70789677,CC1=C(C2=CC=CC=C2N1C3=CC=C(C=C3)OC)C(=O)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2081,163827012,1076491,CN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,Active,,,,High,>1000,class = 0,QC'ed NCATS
2082,160844089,70701392,C1=CC2=C(C(=C1)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-])N=CC=C2,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2083,160844090,70701363,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)N=CC=C2,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2084,161004097,70789501,C1=CC=NC(=C1)C(=O)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-],Inactive,,,,Low,3,class = 1,QC'ed NCATS
2085,160844105,70701379,COC1=CC=CC(=C1Cl)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC=CC=C3)[O-],Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2086,164755770,71771064,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCC(CC3)(F)F)[O-],Active,,,,High,>1000,class = 0,QC'ed NCATS
2087,170466939,72187531,C1=CC=C(C=C1)CC2=CC(=CN=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Active,,,,High,>1000,class = 0,QC'ed NCATS
2088,375872997,70766183,CCC1=C(C2=C(N1)C=CC(=C2)CNC(=O)CC3=CN=C4N3C=CC=C4C)C,Active,,,,High,404.81,class = 0,QC'ed NCATS
2089,161003879,4620214,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2090,375799543,40776966,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)COC4=CC=CC=C4)C5=CC=NC=C5,Active,,,,High,789.65,class = 0,QC'ed NCATS
2091,26726910,2815186,CCCC1=CC=C(C=C1)C(=O)NC(=O)C2=CC=CC=C2O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
2092,851193,653757,C1=CC=C2C(=C1)C=CN2CC(CNC3=CC=CC=C3O)O.C(=O)(C(=O)O)O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2093,99367978,46907687,CCOC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC4=C(C=C3)OCCCO4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2094,49817601,24816857,COC1=CC=C(C=C1)NC2CCCN(C2)C(=O)CCC3=CC=CC=C3F,Active,,,,High,922.86,class = 0,QC'ed NCATS
2095,174006723,439647,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,Active,,,,High,323,class = 0,QC'ed NCATS
2096,174007039,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2097,99367989,46907685,CC1=CC=C(C=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N,Active,,,,High,577.04,class = 0,QC'ed NCATS
2098,24389444,16012740,CCOC1=CC=CC=C1N2CC(CC2=O)C3=NC4=CC=CC=C4N3CCOC5=CC=C(C=C5)C(C)(C)C,Active,,,,High,793.04,class = 0,QC'ed NCATS
2099,124893948,40225210,C1CN(CCN1C2=NC(=NC3=CC=CC=C32)C4=CC=CS4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5,Inactive,,,,Low,3.2,class = 1,QC'ed NCATS
2100,363681123,133053875,CCOC(=O)C1=C2C(=NC=C1)C=C(S2)C(C3=CC=CC=C3Cl)OCCN4CCCCC4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2101,161004016,4162891,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC,Inactive,,,,Low,7.7,class = 1,QC'ed NCATS
2102,124880958,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2103,24406614,16028117,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,Active,,,,High,181.14,class = 0,QC'ed NCATS
2104,24414332,4111421,COC1=C(C=C(C=C1)CCNC2=C3C(=CN(C3=NC=N2)C4=CC(=CC=C4)Cl)C5=CC=CC=C5)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2105,14720919,3119481,CCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,Active,,,,High,600.37,class = 0,QC'ed NCATS
2106,49821943,16403899,CCC1=CC=C(C=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4,Active,,,,High,110.9,class = 0,QC'ed NCATS
2107,89850659,225601,C1CCN(C(C1)CCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2108,24384235,16008054,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,Active,,,,High,>1000,class = 0,QC'ed NCATS
2109,375846501,71829145,COC1=CC=CC=C1C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2110,24389664,16012906,CC1=CC2=C(C=C1)C(=CO2)CC(=O)NC3=C(C4=C(S3)CCC4)C(=O)OC,Active,,,,Moderate,26,class = 1,QC'ed NCATS
2111,363677760,78243729,CCOC(=O)CCNC1=CC(=NC(=N1)C2=CN=CC=C2)N3CCC4=CC=CC=C4CC3,Active,,,,High,950.84,class = 0,QC'ed NCATS
2112,849158,651628,C1CCC2=C(CC1)SC3=NC=NC(=C23)NC(=O)C4=CC=CO4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2113,99367909,46907719,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)[N+](=O)[O-],Active,,,,High,567.69,class = 0,QC'ed NCATS
2114,87550839,44623880,C1CC2=C(C(=O)C1)C3(CCSCC3)N=C(N2)NC4=NC5=CC=CC=C5O4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2115,174316128,73330430,C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC(=CC=C5)SC)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2116,161004069,70789388,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC5=C(CCCC5)C=C4,Active,,,,Moderate,45.23,class = 1,QC'ed NCATS
2117,144116994,60167851,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC(C)(C)C3=CC=C(C=C3)C4=CN=CC=C4)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2118,170363374,72183103,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)Cl)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2119,384569004,71456641,C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)C3=NN=C(O3)CCCC4=NC5=C(C=CC=N5)C=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2120,375882407,72846657,CC1=C(C=CC(=C1)F)N2CCC(CC2)N3C[C@@H]([C@H](C3)NC(=O)C)C4CC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2121,24386869,16010350,CCOC(=O)C1=C(N(C(=C1C)C2=CC=CC=C2)CC(=O)NCC3=CC=CC=C3)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2122,375889125,134809592,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC(=C(C=C4)F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2123,24401057,16022668,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NC(C)C4=CC=CC=C4)C)C,Active,,,,High,695.47,class = 0,QC'ed NCATS
2124,24409951,16031022,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=CC=CC(=C3C)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2125,24409969,16031040,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=C(C=CC(=C3)C)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2126,363679204,1715,COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2127,24396468,16018486,COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC(=CC=C5)OC)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2128,104224466,49853343,CC1=CC(=NC=C1)N=C(N)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Active,,,,High,382.73,class = 0,QC'ed NCATS
2129,124888972,663191,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,Active,,,,High,278.41,class = 0,QC'ed NCATS
2130,24401984,16023585,CC1=NOC2=NC=NC(=C12)NCCC3=C(C=C(C=C3)OC)OC,Active,,,,High,751.99,class = 0,QC'ed NCATS
2131,375888561,134809029,COC1=CC(=C(C=C1)OC)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2132,87677833,44143947,CC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,711,class = 0,QC'ed NCATS
2133,24413540,16033636,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3C5CCCC5,Active,,,,High,138.23,class = 0,QC'ed NCATS
2134,90341833,11224758,CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NC3CCCC4=CC=CC=C34,Active,,,,High,>1000,class = 0,QC'ed NCATS
2135,87677819,44144358,CC(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,328.47,class = 0,QC'ed NCATS
2136,14738361,3655913,CC(C)C(=O)N(C1=CC2=C(C=C1)OC(=O)S2)S(=O)(=O)C3=CC=C(C=C3)OC,Active,,,,High,657.71,class = 0,QC'ed NCATS
2137,24790252,1090313,CC1=CC(=CC=C1)NCC2=C3C=CC=NC3=C(C=C2)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
2138,4239638,3234745,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2139,161004433,658914,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)O)C(=O)C,Active,,,,High,414.9,class = 0,QC'ed NCATS
2140,162210999,71307825,CC1=CC(=C(N1C2=CC=C(C=C2)Br)C)C3=NN=C4N3CCCCC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2141,137275919,46927888,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2142,144116976,60167874,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(C3)C4=NC=CN=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2143,160844068,70701381,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)Cl)O,Active,,,,High,486.84,class = 0,QC'ed NCATS
2144,377714231,5305440,C1C2CC3CC1CC(C2)(C3)NCC(=O)C4=CC=C(C=C4)Cl,Active,,,,High,634.82,class = 0,QC'ed NCATS
2145,4262538,892164,COC1=CC=CC=C1CNC2=CC=C(C=C2)N3CCCCC3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2146,99367890,46907735,CCOC(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,120.02,class = 0,QC'ed NCATS
2147,864349,665597,C1CCCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2148,29216989,17757102,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3=NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,Inactive,,,,Low,8.72,class = 1,QC'ed NCATS
2149,375870856,91903748,CC1=CC=CC=C1S(=O)(=O)N2CCCC(C2)CCC(=O)NCCN(C)C3CCCCC3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2150,49719657,16024730,COC1=CC=CC=C1N2CCN(CC2)C3=NC4=C(C=C3)C=C(C=C4)S(=O)(=O)N5CCCCC5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2151,375809859,75367182,CC1=CC=C(C=C1)CN2CCOC[C@H]2C3=NC=C(N3)C4=CC(=CC=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2152,24780139,2927953,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,Active,,,,Moderate,20.9,class = 1,QC'ed NCATS
2153,104224733,49853027,C1CCC(CC1)C(=O)NCCC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4N,Active,,,,High,746.1,class = 0,QC'ed NCATS
2154,375802635,38030950,CC1=C[C@H]([C@@H](C[C@H]1CC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])C(C)C)CNCC4=CN=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2155,845471,647821,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=CC=C3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2156,363676673,197810,CN1CC2=C(C=CC3=C2OCO3)[C@@H]4[C@H]1C5=CC6=C(C=C5C[C@@H]4O)OCO6,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2157,24415754,16034290,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5F,Inactive,,,,Low,2.7,class = 1,QC'ed NCATS
2158,4237838,3232951,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2159,24267835,4380636,CC(C)C1=CC=C(C=C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2160,24401442,16023052,CC1=CC=C(C=C1)N2C(=C3C(=NN=C(C3=N2)N4CCCC(C4)C(=O)NCC5=CC=CC=C5C)C)C,Active,,,,High,173,class = 0,QC'ed NCATS
2161,124893294,2548644,CC1=CC(=C(C=C1)OC)N2C(=NN=N2)SC3=NC=NC4=C3C(=CS4)C5=CC=C(C=C5)Br,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2162,104224027,49852806,CCCCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2163,162210964,71307879,CC1=CC(=C(N1C2=CC=CC3=CC=CC=C32)C)C4=NN=C5N4CCCCC5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2164,162210975,71307838,CC1=CC(=C(N1C2=CC=C(C=C2)C(F)(F)F)C)C3=NN=C4N3CCCCC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2165,161004012,70789407,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC2=NC(=CS2)C3=CC=CC=C3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2166,377688228,46360368,C1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2167,161004070,70789347,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=C(C=C4)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2168,164755760,71771080,CCC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(N2)C)C(=O)C)C)[S+](=O)(N3CCCCCC3)[O-],Active,,,,High,226.77,class = 0,QC'ed NCATS
2169,26662825,16240066,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,Active,,,,High,929.99,class = 0,QC'ed NCATS
2170,87677822,44144368,CN1C=CC2=C1C=CC(=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N,Active,,,,High,822.56,class = 0,QC'ed NCATS
2171,99367930,46907659,COC1=CC(=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
2172,375888874,134809341,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC5=C(C=C4)NC=C5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2173,24410503,16031537,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC4=C3CCCCCC4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2174,99367984,46907756,CN(C)C1=CC=CC(=C1)C2=NC=C(C(=N2)N3CCC(CC3)C(=O)N)F,Active,,,,High,598.69,class = 0,QC'ed NCATS
2175,24414911,4524445,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NCCC3=CCCCC3)F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2176,50124081,72287,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,Active,,,,High,901.89,class = 0,QC'ed NCATS
2177,174007271,71304818,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2178,375855543,51053056,CNC1=NC2=C(S1)C(CC(=O)N2)C3=CC=C(C=C3)Cl,Active,,,,High,308.36,class = 0,QC'ed NCATS
2179,24402427,16024023,COC1=CC=CC(=C1)CNCC2=CC=CN2C3=NN=C(S3)N4CCN(CC4)C5=CC=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2180,124893435,24868320,C[C@@H]1[C@H]([C@@](C[C@@H]([C@@]2([C@@H]3[C@]1(CCC2C)CCC3=O)C)OC(=O)CSC(C)(C)CNC(=O)[C@H](C(C)C)N)(C)C=C)O,Active,,,,High,>1000,class = 0,QC'ed NCATS
2181,87677807,990823,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,240.83,class = 0,QC'ed NCATS
2182,50112944,11201705,CC1=C2C(=C3C=C(C=CC3=N1)S(=O)(=O)N4CCOCC4)C(=O)N(C2=O)CCOC(=O)C,Active,,,,High,665.44,class = 0,QC'ed NCATS
2183,24269971,15989544,CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,Inactive,,,,Low,1.1,class = 1,QC'ed NCATS
2184,24393159,16015431,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,Active,,,,High,740.63,class = 0,QC'ed NCATS
2185,24274965,833993,C1=CC=C(C(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=CC=C3Cl,Active,,,,Moderate,79.5,class = 1,QC'ed NCATS
2186,17431708,5770977,CC1CCC2=C(N1C(=O)CSC3=NC4=C(C5=CC=CC=C5N4)N=N3)C=CC(=C2)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2187,124880630,6603915,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2188,363677798,2111037,C1CCN(CC1)C2=CC=CC=C2NS(=O)(=O)C3=CC=C(S3)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2189,375816917,137299202,C1CC1C2=NC3=C(CCN(CC3)CC4=CC=C(C=C4)F)C(=N2)C5=CC=C(C=C5)O,Active,,,,High,>1000,class = 0,QC'ed NCATS
2190,24398886,16020541,CC1CCCN(C1)C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2191,375884825,134805294,CN(C)C1=CC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2192,849720,652226,C1CCC2=C(C1)C(=C3C(=C(SC3=N2)C(=O)N)N)C4=CC=CS4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2193,24398888,16020543,CC1CCCCN1C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2194,104224468,49853360,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC=C3C(F)(F)F,Active,,,,High,726.01,class = 0,QC'ed NCATS
2195,174316129,73330431,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC=C(C=C5)F)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2196,160844070,70701430,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C=C(C=C3)Br)O,Active,,,,High,537.28,class = 0,QC'ed NCATS
2197,161004141,70789367,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5,Inactive,,,,Low,1,class = 1,QC'ed NCATS
2198,161004706,70789738,CCOC1=C(C(=CC(=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)F)OCC,Inactive,,,,Low,1,class = 1,QC'ed NCATS
2199,174006658,73265267,CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCCN(CC4)C(=O)OC(C)(C)C,Active,,,,High,818.43,class = 0,QC'ed NCATS
2200,99367926,46907696,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)C(F)(F)F,Active,,,,High,565.83,class = 0,QC'ed NCATS
2201,24391713,16014174,C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,Active,,,,High,350.03,class = 0,QC'ed NCATS
2202,104224716,49852878,CN(CC1=CC=CS1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2203,363677759,121595845,COC(=O)C1=CC(=NC=C1)C2=NC=CC(=C2)C(=O)NCCC3=CC=CC=C3,Active,,,,High,398.27,class = 0,QC'ed NCATS
2204,375814661,134791303,CC1=CC=CC=C1N(C)C2CN(C2)[S+](=O)(C3=CC=CC(=C3)C(F)(F)F)[O-],Active,,,,High,990.99,class = 0,QC'ed NCATS
2205,24268688,15988512,CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,Active,,,,High,322,class = 0,QC'ed NCATS
2206,24398574,16020279,CN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)NCCCN4CCN(CC4)C5=CC=CC=C5F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2207,24408362,16029644,CN1C2=C(CN(CC2)CC3=CC=C(C=C3)OC)C(=O)N4C1=C(C=N4)C(=O)N5CCN(CC5)C6=CC=CC=C6OC,Active,,,,High,445.47,class = 0,QC'ed NCATS
2208,375887195,134807663,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5=CC=C(C=C5)O,Inactive,,,,Low,1.8,class = 1,QC'ed NCATS
2209,24386637,16010135,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCC4=CC=CC=C4Cl)SC2=C(C=C1)C)C,Active,,,,High,161.07,class = 0,QC'ed NCATS
2210,24397497,16019468,CCC1=CC(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(C(C3)C)C(=O)C4CC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2211,24275915,15991449,C1CCCN(CC1)C2=C(N=C(O2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2212,24271742,15990998,CC1=C(C=C(C=C1)NC(=O)N(CC2=CN(C3=CC=CC=C32)C)C4CCCCC4)C,Active,,,,Moderate,20.72,class = 1,QC'ed NCATS
