Solubility_log(mol/L),SMILES
0.7770765429000001,O=c1occo1
0.7778715429,ClCC1CO1.OCC#CCO
0.7779988658,Cc1cccc(S(=O)(=O)O)c1C
0.7793742068,O=C(CS)OCC(O)CO
0.779379433,CCCCC(CC)C(=O)[O-].[Na+]
0.7794395395,OCC(O)COCC(O)CO
0.7795,C/C(=C/C(=O)O)C(=O)O
0.7806565243000001,CC[N+](CC)(CC)CC.[Cl-]
0.7806710209000001,O=C([O-])CS.[K+]
0.7820188759000001,CC(=O)O.OCCNCCO
0.7823423727,O=S(=O)([O-])[O-].[Cr+3].[OH-]
0.7846,COCCOCCOCCO
0.7853597575,NC(=O)[C@@H]1CCC[NH2+]1
0.7860892979999999,ClCCCN1CCOCC1
0.7865480445999999,NCCC(=O)O
0.7878,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
0.7898,CN1CCC[C@H]1c1cccnc1
0.7898,c1cncc([C@@H]2CCCCN2)c1
0.7899,CC(O)CCOCCC(C)O
0.7899,CCCCOCCOCCO
0.7899,CCOCCOCCOCC
0.79,CN1CCCC1c1cccnc1
0.79,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
0.7906283690000001,NC(CO)(CO)CO
0.7919653131000001,C=C(C)C(=O)NCOC
0.7924026819,C1N2CN3CN1CN(C2)C3
0.7925,CCC(O)CNCC(O)CC
0.7953,C1=CC[C@@H](c2cccnc2)NC1
0.799,C[N+](C)(C)CCCl.[Cl-]
0.8009,CC1(C)C(=O)NC(=O)N1CO
0.8026937067000001,COCCC(=O)OC
0.804,COC(=O)C1CC(=O)N(C)C1
0.8040134946999999,[N-]=[N+]=[N-].[Na+]
0.8091,COC(=O)C1=CCCN(C)C1
0.8091728638,CN(C)CC(=O)[O-].[K+]
0.81,Oc1cccc(O)c1
0.8101,C=CC(=O)NCO
0.8121,CN(C)P(=O)(F)N(C)C
0.8123,CC[NH2+]CC.[Br-]
0.8134589559000001,CN(C)C(C)(C)CO.[Cl-].[H+]
0.8147327303,NCCO.O=C(O)CS
0.815044373,CC(O)CNCC(C)O
0.8177,O=C(O)Cc1cccc(O)c1
0.821,O=[N+]([O-])C(CO)(CO)CO
0.8234052513,OCCOCCOCCO
0.8236,O=C(O)[C@@H](O)[C@H](O)C(=O)O
0.8241636018,[Cs+].[OH-]
0.8255,CCOC(=O)NC
0.8262602859999999,OCCN(CCO)CCO
0.8264,CCC(CO)(CO)[N+](=O)[O-]
0.8291459354999999,CCOCCOCCOC
0.8292,COC(C)COC(C)CO
0.8325704879000001,CC1CO1
0.8326929954000001,Nc1ncn[nH]1
0.8337672926999999,CC(=O)[O-].[Li+]
0.835,NCCNCCNCCN
0.8350942171,CCC1(CO)COCOC1
0.8351,NCCCCC(N)C(=O)O
0.8352249534999999,CC(CCC(=O)O)C(=O)O
0.8378838589000001,CN(CCCN)CCCN
0.8380333836,C[C@@H]1CO1
0.8380333836,C[C@H]1CO1
0.8397,CP(=O)(O)CCC(N)C(=O)[O-].[NH4+]
0.8401,O=P(O)(O)CCCl
0.8402733738,O=C1NCCN1
0.8411251015000001,C=CC(=O)OCCCCO
0.8412,CC1(C(=O)O)CCOC1=O
0.8412,CC1CC1(C(=O)O)C(=O)O
0.8422541039,[Cl-].[NH4+]
0.8454562496,COCCOCCOC
0.8466851642000001,OC/C=C\CO
0.8470942954,OCC1CN2CCN1CC2
0.8486241841,O=C([O-])CCl.[Na+]
0.8489070931,O=S(=O)(O)c1ccccc1
0.85,CCOC(N)=O
0.8502575853000001,C=CC(=O)N1CCOCC1
0.8504,COP(N)(=O)SC
0.8534,OCc1cc(O)ccc1O
0.8536,CC(C)OP(C)(=O)F
0.8546356528,O.O=P[O-].[Na+]
0.8601209136,O=C1CCCCCN1
0.8626748208,O=P[O-].[K+]
0.8629201268000001,CC(O)CN.O=C(O)CC(O)(CC(=O)O)C(=O)O
0.8652,O=C(O)CC(=O)O
0.8661228867,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2]
0.8673994761,CCOC(=O)N(CC)c1ccccc1
0.8723,CC(O)COC(C)CO
0.8723,CCC(CO)(CO)CO
0.8723,CCC(O)OC(O)CC
0.8723,CCOCCOCCO
0.8724,O=NN(CCO)CCO
0.8755,CC[NH+](CCO)CCO
0.8776773261,O=C1NCCN1CCO
0.8786634333,C[Si]([O-])(O)O.[K+]
0.8789,CC1OCCO1
0.8789,OCC1CCC(CO)O1
0.8791925338,O=C(O)CC(=O)C(=O)O
0.8843659201,COC
0.8845,O=C(O)C(F)(F)Cl
0.8846472262999999,CC(C)(C)OO
0.8852856245999999,CC(C)COC(C)(C)C
0.8854190372,CN(C)CCCNC=O
0.8855791863,C=CC(=O)OCCCO
0.8856,C=CC(=O)OCC(C)O
0.8888753261,CC(=O)CC(=O)N(C)C
0.8888753261,CC(=O)N1CCOCC1
0.8890064826,[NH3+][C@@H]1CCCC[C@@H]1[NH3+]
0.8896,O=C(O)C(Cl)Cl
0.892,O=C(O)c1ccccn1
0.8921966739,CN1CCCN(C)C1=O
0.8964494062999999,O=C(Cl)C(=O)Cl
0.8992,O=S(=O)(O)CCO
0.8993339870999999,CN(C)C.[Cl-].[H+]
0.901422988,CC(C)(CO)CO
0.9015785325,CCC(N)(CO)CO
0.9030401981,O=S(=O)(O)C(F)(F)F.[Li]
0.9032,OCCBr
0.9095,CC1(C#N)CCCC1=O
0.9095,Cc1cc(C)c[n+]([O-])c1
0.9129678895,OCCSCCO
0.9166,CNCc1ccccc1
0.9178,N#C[S-].[NH4+]
0.9189,C/C=C(\Cl)C(=O)O
0.92,NCC(=O)O
0.9203,COCCOCCO
0.9204425284,COC(=O)COCO
0.9238549272,CN(CCO)CCO
0.924,N[C@@H](CCO)C(=O)O
0.927470714,CC(CCO)CCO
0.9275,CC(O)CC(C)(C)O
0.9275,CC(O)CNCCN
0.9275,CCCOCC(C)O
0.9276,CCOC(=O)C(C)O
0.9276,COCCOC(C)=O
0.9277,O=C(O)CCl
0.9277942328,O=C1OCC(CO)O1
0.9278,CN(CC(=O)O)N=O
0.9288,O=C[O-].[K+]
0.9289333763,CC(C=O)(CO)CO
0.9300687552,O=C([O-])[O-].[Cs+].[Cs+]
0.9311,CCN(CC)CCO
0.931102034,CCCCNCCO
0.9313,NCCCCC(=O)O
0.9349,CC(=O)CC(C)(C)O
0.9349,CN(C)C(=O)N(C)C
0.9349,OCC1CCCCO1
0.9351,O=NN1CCOCC1
0.9351079333,C=CC(=O)OCCO
0.935222717,[I-].[K+]
0.9361608079,O=C1NC2C=CC1C2
0.9386,CCN1CCOCC1
0.9386229258,CN(C)C(=N)N(C)C
0.9386362339,CNC(=O)NC
0.9386380084,CC1CNCC(C)O1
0.94,CN(C)C(=O)N(C)C
0.9423643206,CN1CCN(C)CC1
0.9425469123,O=C1CCCCCO1
0.9430113455,O=C(O)C(F)(F)F
0.9435,CC(O)C(N)=O
0.9461910524,O=C1OCCO1
0.9463070612,CCN1CCCC1=O
0.9471841061,[La]
0.9487769325,O=[PH]([O-])[O-].[Ca+2]
0.9505,CC(O)C(=O)[O-].[Na+]
0.9537303441,[Na+].[O-]CCS
0.9537476957,O=C([O-])O.[K+]
0.9544,C=CC(N)=O
0.9565,OCC(O)CCl
0.9577927941,OCCNCCO
0.9578400994,NC(N)=O
0.96,NC(N)=O
0.9601894459,C[N+](C)(C)C.[Cl-]
0.96197626,O=C([O-])CS.[NH4+]
0.9620638041,OCc1cccnc1
0.9621,CC1=CC=C[NH+2]([O-])[CH-]1
0.9621,Cc1cc[n+]([O-])cc1
0.9621,Cn1ccccc1=O
0.9621,OCc1ccncc1
0.9627399696,C=C(C)C(=O)OCC[N+](C)(C)CCCS(=O)(=O)[O-]
0.9635010857,[Br-].[Na+]
0.964,COC(N)=O
0.9642581623,CCCC(CCC)CCCC1COCCN1CCO
0.9645,CC(Cl)C(=O)O
0.9659600909,N#C[O-].[K+]
0.966,NCc1ccccn1
0.966,NCc1ccncc1
0.9683905422,c1c[nH]cn1
0.9741986662,OCCOCCO
0.9744271172,NC(CO)CO
0.9757,Nc1ccccn1
0.9782,CC(N)(CO)CO
0.9823,CNC(=S)NC
0.9823282162,NCCNCCO
0.9823282162,NCCOCCN
0.9823448956,CCCC(O)CO
0.9823448956,OCCCCCO
0.9825,COC(=O)C(C)O
0.9861,C[C@H]([NH3+])C(C)(C)C
0.9861,O=C(O)C(Br)Br
0.9864,NCCNCCN
0.9864676175,CN(C)CCCO
0.9867,CC(=O)NCCO
0.9867,CC(N)CC(=O)O
0.990088732,[Na+].[SH-]
0.9906298514,CN(C)CCCN
0.991,CC(=O)CC(=O)O
0.995,CCN(C=O)CC
0.995,CN1CCOCC1
0.9952273665,CC(=O)CC(N)=O
0.9994921725,O=C1CCCCO1
0.9995,O=NN1CCCC1
0.9998306582,OCC(F)(F)F
1.0,O=C(O)CCCC(=O)O
1.0017178079,CC(=O)O
1.0034883278,Oc1cccc(O)c1
1.0035890328,NC1CCCCC1
1.0037817508,CN1CCCC1=O
1.0058274476,c1nc[nH]n1
1.0083,OCc1ccco1
1.0083088579,CC(C#N)NC=O
1.0084,O=S(=O)(O)O
1.0124096986,N#C[S-].[K+]
1.0125444228,O=C[O-].[Na+]
1.0127047417,NCc1ccco1
1.0138642136,O=C(CO)CO
1.0172449791,CS(=O)(=O)O
1.0176,O=C(O)C(F)F
1.02,Oc1ccccn1
1.02,Oc1ccncc1
1.0218,O=c1cc[nH]cc1
1.0218,O=c1cccc[nH]1
1.0218,[O-][n+]1ccccc1
1.0233941334,[F-].[F-].[H+].[NH4+]
1.0263,Cc1cnccn1
1.0263,N#CCCCC#N
1.0263,Nc1cccnc1
1.0309,Cc1cccnc1
1.0309,Cc1ccncc1
1.0309150604,Cc1ccccn1
1.0316559884,C#CC(C)(C)N
1.0354,C[Si](C)(O)O
1.0357686635,OCC(O)CO
1.0371672978,OC(O)C(Cl)(Cl)Cl
1.040224269,C[N+](C)(C)C.[OH-]
1.0404339534,NCC(O)CO
1.0406,O=[N+]([O-])CCO
1.0415240791,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3]
1.0436,[C-]#N.[K+]
1.0451691789,CCC(O)CO
1.0451691789,COCC(C)O
1.0451691789,COCCOC
1.0451691789,C[C@H](O)[C@@H](C)O
1.0451691789,OCCCCO
1.0452,CC(O)CCO
1.0452,CCOCCO
1.0452,COC(C)OC
1.0452,O=C([O-])CF.[Na+]
1.0454,CC(O)C(=O)O
1.0454,COCC(=O)O
1.0499,CC(C)(N)CO
1.0499,CCC(N)CO
1.0499,CCC(O)CN
1.0499,CN(C)CCO
1.0546594571,CCC[NH2+]CC
1.0549945152,C1COCCO1
1.055,CC(=O)C(C)O
1.055,CC(O)CC=O
1.055,OC1CCOC1
1.0552,CC(=O)C(=O)O
1.0597,CC(C)N(C)C
1.0597,CCCCCN
1.0597,CCNC(C)C
1.0598721633,CC(=O)N(C)C
1.0599,C1COCCN1
1.0599918174,COC1COC2C(OC)COC12
1.0648,C1CNCCN1
1.065,C/C=C\C(=O)O
1.065,C1OC1C1CO1
1.065,C1O[C@@H]1[C@@H]1CO1
1.065,C1O[C@@H]1[C@H]1CO1
1.065,C1O[C@H]1[C@H]1CO1
1.0650472922,O=C1CCCO1
1.0698153477,C1CCNCC1
1.07,CC(C)(O)C#N
1.07,O=C1CCCN1
1.0702644103,N#CCC(=O)O
1.0749962334,O=N[O-].[Na+]
1.0751110617,C#CC(C)(C)O
1.0777960404,[I-].[Na+]
1.0856251051,Cc1ccn[nH]1
1.0856251051,Cn1ccnc1
1.0867760203,[I-].[NH4+]
1.09,OCC(O)C(O)C(O)C(O)CO
1.0911130427,N#C[S-].[Na+]
1.0941285967,OCCCl
1.0964,c1ccnnc1
1.0964,c1cncnc1
1.1,CCO
1.1,c1ccnnc1
1.1,c1cncnc1
1.1002,O=C(O)CBr
1.1006,NCCCC(=O)O
1.106488088,N#CS.N=C(N)N
1.1071488253,OCCS
1.1072,CS(C)=O
1.1077,O=C(O)CF
1.11,CC(=O)N(C)C
1.1132,NC(=O)CF
1.1186,CC(O)CO
1.1186,COCCO
1.1186,NNCCO
1.1186438786,OCCCO
1.1189,CC(=O)OO
1.1189,NC(=O)NO
1.12,OCC(O)CO
1.1206,C=O
1.1242964559,CNCCO
1.1243,CC(O)CN
1.1245149893000002,N#CN
1.1291356492,O=C(O)C1CCCN1
1.13,CCOC(=O)N1CCN(C)CC1
1.1300235759,CC(N)CN
1.1300470117,CC(C)(C)O
1.1302814392,CNC(N)=O
1.1303,C1COCO1
1.1303,CC(=O)CO
1.1303,CN(C)N=O
1.1303,OCC1CO1
1.1303048889,CCC(=O)O
1.1343979721,[Cl-].[Li+]
1.1358509819,CC(C)(C)N
1.1358509819,CCNCC
1.1359,CC(C)CN
1.1359,CCCCN
1.1361123296,CN(C)C=O
1.1361123296,CNC(C)=O
1.142,C=C(C)OC
1.1423,O=CC1CO1
1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC
1.1482586908,CC(O)C#N
1.1483,N#CCCO
1.15,C1CCNC1
1.1524094081999998,OP(O)O.[K+]
1.1562683245,C=CC(=O)OCCCS(=O)(=O)[O-].[K+]
1.1612,C[As](C)(=O)O
1.1700973958,O=[N+]([O-])[O-].[Li+]
1.1750718055,NCc1ccc(CN)cc1
1.1758552936,O=CO
1.1774501829,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
1.1777,CN(C)C
1.1934,OCCF
1.2071,OCCO
1.2140725315,NCCO
1.2211,CN(C)N
1.2211,CNNC
1.2211,NCCN
1.2283,CC(C)N
1.2283,CCCN
1.2284072863,[F-].[K+]
1.2286477338,CNC=O
1.2336682179,CCO
1.236,C1COC1
1.236,C=CCO
1.236,CC(C)=O
1.2363,O=CC=O
1.2433943163,NC1CC1
1.2434,C=CCN
1.2434,CC1CN1
1.2435692985,S.[Na+]
1.2513159198,C#CCO
1.2572,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O
1.2878896498,c1cn[nH]c1
1.2977429939,[Br-].[Br-].[Zn+2]
1.3070323786,CC(O)C(=O)NCCO
1.3237062702,[Br-].[Li+]
1.3320248442,CCCC[N+](CCCC)(CCCC)CCCC.[Br-]
1.3365535082,CNN
1.34,CNN
1.346,CCN
1.3463919758,NC=O
1.3522850438999998,N=C(N)N.[Cl-].[H+]
1.356,C1CO1
1.3561,CC=O
1.3647745033,O=[Se]=O
1.3658352118,C1CN1
1.3686434782,CN
1.377095201,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mn+2]
1.3775443727,[Br-].[H+]
1.4101871429,CC[N+]1(C)CCCC1.[Br-]
1.4518068893,N
1.4681,CC(C)(CO)[N+](=O)[O-]
1.4942,NN
1.4942803838999998,CO
1.5277010030000002,NCCCCCCCCCCN
1.5363390032,OCC#CCO
1.558,CNC
1.5657185919,CNC.[Cl-].[H+]
1.5682,C#N
1.57,CO
1.5784906741,COP(=O)(CCC(=O)NCO)OC
1.58,CC(N)=O
1.5808,CC(N)=O
1.5823133383,COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC
1.5956288145,NN.[Cl-].[H+]
1.6264407184,OCCCCCCO
1.6302351258,CC(O)C(=O)N(C)C
1.6988,[F-].[H+]
1.7009159091,O=C([O-])CO.[NH4+]
1.908299785,[Br-].[NH4+]
1.9675126996,O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
2.1376816201,CC(C)CC1CC(C)(O)CCO1
,Brc1cnc(N2CCCN(c3ccccc3)CC2)nc1
,Brc1nnc(N2CCC(OC3CCCC3)CC2)s1
,C#CCNC(=O)Cc1coc(-c2ccccc2)n1
,C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1
,C#CCOc1ccc(OC)cc1C(N)=O
,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1
,C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1
,C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1
,C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO
,C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1
,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1
,C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
,C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1
,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
,C=CCc1ccccc1OCC(O)CNC(C)C
,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
,CC#CCCNC(=O)c1cccnc1C
,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
,CC(=O)N(C)[C@@H]1CO[C@@H]2CCN(C[C@]3(O)CC[C@@H](C(C)(C)C)CC3)C[C@@H]2C[C@@]1(C)O
,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O
,CC(=O)N(C)[C@H]1CC2(CCN(C(=O)COc3ccc(F)cc3F)CC2)OC[C@]1(C)O
,CC(=O)N(CC(N)=O)c1ccc(C)cc1
,CC(=O)N1CCC(CNc2nccc3cccnc23)CC1
,CC(=O)N1CCC2(C=Cc3cc(C)c(C)cc3O2)CC1
,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21
,CC(=O)N1CCN(C(=O)CS(=O)(=O)C23CC4CC(CC(C4)C2)C3)CC1
,CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1
,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1
,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1
,CC(=O)N1CC[C@H]2O[C@H]3c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)cc4OC(C)(C)[C@@H]3C[C@H]2C1
,CC(=O)N1CCc2c(sc(NC(=O)C(C)C)c2-c2nc3ccccc3s2)C1
,CC(=O)N1c2ccc(S(=O)(=O)Nc3cccc(-c4cnco4)c3)cc2CC1C
,CC(=O)NC1CCC(NCCSc2ccc(C)cc2)CC1
,CC(=O)NC1CCC(NCCc2c(C)cccc2C)CC1
,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12
,CC(=O)NCCCC(=O)Nc1ccc(Oc2ccccc2Cl)cc1
,CC(=O)NCCOc1ccc2ccccc2n1
,CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCCC1
,CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCCCCC1
,CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCOCC1
,CC(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2
,CC(=O)N[C@H]1CC2(CCN(C(=O)COc3cc(C)c(Cl)c(C)c3)CC2)OC[C@]1(C)O
,CC(=O)N[C@H]1CCN(C(=O)N[C@H](C)C(c2ccccc2)c2ccccc2)C1
,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1
,CC(=O)Nc1ccc(CNCCOc2ccc(F)cc2F)cc1
,CC(=O)Nc1ccccc1CN1CCC(c2nnc3ccccn23)CC1
,CC(=O)Nc1ccccc1OCCOc1ccc(Cl)cc1
,CC(=O)Nc1ncc(C(=O)O)s1
,CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1
,CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2
,CC(=O)c1cc(Br)cc(F)c1OCc1ccccn1
,CC(=O)c1ccc(-c2ccc(-c3nn[nH]n3)cc2)cc1
,CC(=O)c1ccc2c(c1)CCN(CC1CCC3(CC1)OCCO3)CC2
,CC(=O)c1ccc2c(c1)CCN(CCC1OCCO1)CC2
,CC(=O)c1ccccc1-c1cccc(C(=O)NCCCN2CCCC2)c1
,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
,CC(C)(C(=O)c1ccccc1)/[N+]([O-])=C/c1ccc(F)cc1
,CC(C)(C)C(=O)N1CCC(CN(CC(N)=O)C2CCCC2)CC1
,CC(C)(C)CCCNC(=O)N1CCN(Cc2ccon2)CC1
,CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CC1
,CC(C)(C)OC(=O)N1CCCN1C(=O)c1cc2cc(Cl)ccc2[nH]1
,CC(C)(C)OC(=O)NCCCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@@H](O)[C@H]1O
,CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1
,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O
,CC(C)(C)c1cc(C(=O)CSc2nncn2-c2ccccc2)cc(C(C)(C)C)c1O
,CC(C)(C)c1cc(C(=O)CSc2nnnn2-c2ccccc2)cc(C(C)(C)C)c1O
,CC(C)(C)c1cc(NS(=O)(=O)c2c(Cl)cccc2Cl)cc(C(C)(C)C)c1
,CC(C)(C)c1cc(NS(=O)(=O)c2cccc(F)c2)cc(C(C)(C)C)c1
,CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1
,CC(C)(C)c1cnc(CN2CCC(=O)Nc3cc(F)ccc32)o1
,CC(C)(C)c1csc(Cn2ccnc2-c2ccccn2)n1
,CC(C)(C)c1nc(O)c2nnn(C3CCNCC3)c2n1
,CC(C)(CNc1cnn(CCO)c1)c1ccccc1
,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1
,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1
,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1
,CC(C)(O)Cn1nc(-c2ccccc2)c2c(Cl)c(-c3ccccc3)nnc21
,CC(C)=CCOc1cccc(C(=O)NN2CCOCC2)c1
,CC(C)C(=O)N1CCn2nc(CNC3CCc4ccccc4CC3)cc2C1
,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
,CC(C)CCCNC(=O)c1[nH]ncc1Br
,CC(C)CCN1CCC(CNC(=O)C2CC=CC2)CC1
,CC(C)CCN1CCC(CNS(C)(=O)=O)CC1
,CC(C)CCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1
,CC(C)CCNC(=O)CSc1nc2ccccc2[nH]1
,CC(C)CCn1ccc(NC2CCN(C(C)C)CC2)n1
,CC(C)CN(Cc1cnn(C)c1)C(=O)c1cccc(-c2cnccn2)c1
,CC(C)COc1ccc(C(C)(C)NCc2nnc(C3CCC3)o2)cc1
,CC(C)C[C@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@@H](O)C(=O)NO
,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12
,CC(C)Cc1cc(CN2CCN(S(=O)(=O)N3CCOCC3)CC2)n[nH]1
,CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
,CC(C)Cc1ccccc1CNCc1ccc2[nH]cnc2c1
,CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1
,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12
,CC(C)N(C(=O)Cn1cccc2cc(-c3ccco3)nc1-2)C(C)C
,CC(C)N(C(=O)Cn1cccc2cc(C(F)F)nc1-2)C(C)C
,CC(C)N(C)S(=O)(=O)N1CCC(CNC(=O)CCCn2cccn2)CC1
,CC(C)N(C)S(=O)(=O)NCCCc1nc2cc(Cl)ccc2[nH]1
,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@H]1O
,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@H]1O
,CC(C)N(C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O)[C@H]1C[C@@H](CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1
,CC(C)N1CCN(CCCSc2ccccn2)CC1
,CC(C)N1CCN(CCCSc2ncc[nH]2)CC1
,CC(C)NC(=O)C1(Cc2ccccc2-c2ccncc2)CCOCC1
,CC(C)NC(=O)CN(C#N)c1ccccc1
,CC(C)NC(=O)CN(C)c1ccc(Cl)c(C#N)n1
,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
,CC(C)NCC(O)COc1cccc2ccccc12
,CC(C)Nc1ccc(-c2cc3c(cc2CO)OCCO3)cn1
,CC(C)OCCS(=O)(=O)N1CCc2ccccc2CC1
,CC(C)Oc1ccc(C#N)cc1NC1CCN(C)CC1
,CC(C)Oc1ccc(C2(C(=O)NC3CCS(=O)(=O)CC3)CCCC2)cc1
,CC(C)Oc1ccc(CCNC(=O)N2CCC[C@H]2C(=O)N2CCCCC2)cc1
,CC(C)Oc1cccc(C(C)NC(=O)c2ccnc(-n3cncn3)c2)c1
,CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1
,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1
,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cc(NC(=O)/C=C/C=C/c3ccc(C(F)(F)F)cc3)ccc2N1C
,CC(C)c1c(-c2ccccc2)[n+]([O-])c2c([n+]1[O-])CCC2
,CC(C)c1cc(C(=O)Nc2ncccc2Cl)no1
,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
