SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Solubility_log(mol/L),UNIT {Water solubility},"Water solubility {measured, converted}",UNIT {Water solubility}.1,Dataset,Temperature,UNIT {Temperature},Ionic strength,UNIT {Ionic strength},comment (chemical),source,pH,UNIT {pH}
CCN(CC)CC,121-44-8,-,72,triethylamine,A171,10850781,-,-,-0.14,log(mol/L),0.14,-log(M),Train,,-,,-,,,,-
N1C=CC=C1,109-97-7,-,73,pyrrole,A171,10850781,-,,-0.17,log(mol/L),0.17,-log(M),Train,,-,,-,,,,-
OC1C(O)C(O)C(O)C(O)C1,488-73-3,-,74,d-quercitol,A171,10850781,-,-,-0.17,log(mol/L),0.17,-log(M),Train,,-,,-,,,,-
OC(CO)CN1C=NC2=C1C(N(C)C(N2C)=O)=O,479-18-5,-,75,dyphylline,A171,10850781,-,-,-0.17,log(mol/L),0.17,-log(M),Train,,-,,-,,,,-
O=NN1CCCCC1,100-75-4,-,76,n-nitrosopiperidine,A171,10850781,-,-,-0.17,log(mol/L),0.17,-log(M),Train,,-,,-,,,,-
CC(CCC)=O,107-87-9,-,77,2-pentanone,A171,10850781,-,-,-0.19,log(mol/L),0.19,-log(M),Train,,-,,-,,,,-
OC(CCC)=O,107-92-6,-,78,butyric acid,A171,10850781,-,-,-0.19,log(mol/L),0.19,-log(M),Train,,-,,-,,,,-
CN(NC(CCC(O)=O)=O)C,1596-84-5,-,79,daminozide,A171,10850781,-,-,-0.2,log(mol/L),0.2,-log(M),Train,,-,,-,,,,-
OC(CCC(O)=O)=O,110-15-6,-,80,succinic acid,A171,10850781,-,-,-0.2,log(mol/L),0.2,-log(M),Train,,-,,-,,,,-
CC(C)C(O)C,598-75-4,-,81,3-methyl-2-butanol,A171,10850781,-,-,-0.2,log(mol/L),0.2,-log(M),Train,,-,,-,,,,-
O=C(OC)C=C,96-33-3,-,82,methyl acrylate,A171,10850781,-,-,-0.22,log(mol/L),0.22,-log(M),Train,,-,,-,,,,-
CCC(O)CC,584-02-1,-,83,3-pentanol,A171,10850781,-,-,-0.24,log(mol/L),0.24,-log(M),Train,,-,,-,,,,-
O=C(C1C2OC(CC2)C1C(O)=O)O,145-73-3,-,84,endothall,A171,10850781,-,-,-0.27,log(mol/L),0.27,-log(M),Train,,-,,-,,,,-
CC(O)CCC,6032-29-7,-,85,2-pentanol,A171,10850781,-,-,-0.29,log(mol/L),0.29,-log(M),Train,,-,,-,,,,-
OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O,2385-74-2,-,86,l-camphoronic acid,A171,10850781,-,-,-0.29,log(mol/L),0.29,-log(M),Train,,-,,-,,,,-
ClCCC#N,542-76-7,-,87,3-chloropropionitrile,A171,10850781,-,-,-0.29,log(mol/L),0.29,-log(M),Train,,-,,-,,,,-
OC1=C(CO)C=CC=C1,90-01-7,-,88,salicyl alcohol,A171,10850781,-,-,-0.29,log(mol/L),0.29,-log(M),Train,,-,,-,,,,-
NC(OCC(C)C)=O,2114-15-0,-,89,o-isobutyl carbamate,A171,10850781,-,-,-0.3,log(mol/L),0.3,-log(M),Train,,-,,-,,,,-
N=C(N)NC#N,461-58-5,-,90,2-cyanoguanidine,A171,10850781,-,-,-0.31,log(mol/L),0.31,-log(M),Train,,-,,-,,,,-
CC(CC)(O)CC,77-74-7,-,91,3-methyl-3-pentanol,A171,10850781,-,-,-0.38,log(mol/L),0.38,-log(M),Train,,-,,-,,,,-
NC1=CC=C(N)C=C1,106-50-3,-,92,"1,4-benzenediamine",A171,10850781,-,-,-0.38,log(mol/L),0.38,-log(M),Train,,-,,-,,,,-
COCCC,557-17-5,-,93,methyl propyl ether,A171,10850781,-,-,-0.39,log(mol/L),0.39,-log(M),Train,,-,,-,,,,-
OCC(C)C(C)C,19550-30-2,-,94,"2,3-dimethylbutanol",A171,10850781,-,-,-0.39,log(mol/L),0.39,-log(M),Train,,-,,-,,,,-
OCC1=CC=CC=C1,100-51-6,-,95,phenylmethanol,A171,10850781,-,-,-0.4,log(mol/L),0.4,-log(M),Train,,-,,-,,,,-
OC(C(N)CCSC)=O,63-68-3,-,96,methionine,A171,10850781,-,-,-0.42,log(mol/L),0.42,-log(M),Train,,-,,-,,,,-
NC1=CC=CC=C1N,95-54-5,-,97,"1,2-benzenediamine",A171,10850781,-,-,-0.42,log(mol/L),0.42,-log(M),Train,,-,,-,,,,-
OC(C(C)NC)C1=CC=CC=C1,299-42-3,-,98,Ephedrine,A171,10850781,-,-,-0.42,log(mol/L),0.42,-log(M),Train,,-,,-,,,,-
OC1CCCCC1,108-93-0,-,99,cyclohexanol,A171,10850781,-,-,-0.44,log(mol/L),0.44,-log(M),Train,,-,,-,,,,-
N1CCCCC1CC(=O)C,-,-,100,pelletierine,A171,10850781,-,-,-0.45,log(mol/L),0.45,-log(M),Train,,-,,-,,,,-
O=C1CC2OCC=C3C4CC5C6(C(N1C7=C6C=CC=C7)C24)CCN5C3,57-24-9,-,588,strychnine,A171,10850781,-,-,-3.32,log(mol/L),3.32,-log(M),Train,,-,,-,,,,-
C1(N=NC2=CC=CC=C2)=CC=CC=C1,103-33-3,-,728,azobenzene,A171,10850781,-,,-4.45,log(mol/L),4.45,-log(M),Train,,-,,-,,,,-
C=12C=CC3=C(C1NC=4C=5C=CC=CC5C=CC24)C=CC=C3,239-64-5,-,862,"13h-dibenzo(a,i)carbazole",A171,10850781,-,-,-7.42,log(mol/L),7.42,-log(M),Train,,-,,-,,,,-
CNC1=CC=CC=C1C(O)=O,119-68-6,-,1124,n-methylanthranilic acid,A171,10850781,-,,-2.88,log(mol/L),2.88,-log(M),Test 1,,-,,-,,,,-
O=C(O)COC1=CC(Cl)=C(Cl)C=C1Cl,93-76-5,-,1127,"2,4,5-t",A171,10850781,-,-,-2.96,log(mol/L),2.96,-log(M),Test 1,,-,,-,,,,-
C12=C(C=CC3=C1C=CC4=C3C=CC=C4)C=CC=C2,218-01-9,-,1287,Chrysene,A171,10850781,-,,-8.06,log(mol/L),8.06,-log(M),Test 1,,-,,-,,,,-
O=C1NC(CN1N=CC2=CC=C(N(=O)=O)O2)=O,67-20-9,-,1306,nitrofurantoin,A171,10850781,-,,-3.38,log(mol/L),3.38,-log(M),Test 2,,-,,-,,,,-
CCOP(=S)(OCC)OC1=CC=C(C=C1)N(=O)=O,56-38-2,-,1311,parathion,A171,10850781,-,,-4.66,log(mol/L),4.66,-log(M),Test 2,,-,,-,,,,-
C1=CC=C(C=C1)N=C=S,103-72-0,-,-,Phenyl isothiocyanate,A1990,16328896,184,I,0.66,mmol/L,3.18,-log(M),,,-,,-,,,,-
C=1C=2C(N=C=S)=CC=CC2C=CC1,551-06-4,-,,Naphthyl isothiocyanate,A1990,16328896,184,I,0.025,mmol/L,4.602,-log(M),,,-,,-,,,,-
C1=CC=CC=C1CN=C=S,622-78-6,-,-,benzyl isothiocyanate,A1990,16328896,184,I,0.73,mmol/L,3.137,-log(M),,,-,,-,,,,-
BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1,2050-47-7,-,2,"4,4'-Dibromodiphenyl ether; BDE-015",A1613,12206419,1805,2,1.3E-4 +- 2.0E-5,g/L,6.402,-log(M),,25.0,?C,,-,,,,-
BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1,2050-47-7,-,1,"4,4'-Dibromodiphenyl ether; BDE-015",A1615,17215027,1861,1,6.57E-7,mol/L,6.182,-log(M),,25.0,?C,,-,,,,-
BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1,2050-47-7,-,1,"4,4'-Dibromodiphenyl ether; BDE-015",A2002,12785581,1254,1,0.00241,mmol/L,5.618,-log(M),,25.0,?C,,-,,,,-
BrC1=CC(Br)=CC=C1OC2=CC=C(Br)C=C2,41318-75-6,-,3,"BDE-028; 2,4,4'-tribromodiphenyl ether",A1613,12206419,1805,2,7.0E-5 +- 1.0E-5,g/L,6.764,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
BrC1=CC(Br)=CC=C1OC2=CC=C(Br)C=C2,41318-75-6,-,2,"BDE-028; 2,4,4'-tribromodiphenyl ether",A2002,12785581,1254,1,8.21E-4,mmol/L,6.086,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,5436-43-1,-,9,"2,2',4,4'-Tetrabromodiphenyl ether; BDE-047",A1609,11916035,197,1,0.0109,mg/L,7.649,-log(M),,,-,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,5436-43-1,-,9,"2,2',4,4'-Tetrabromodiphenyl ether; BDE-047",A1609,11916035,197,1,0.0153,mg/L,7.502,-log(M),,,-,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,5436-43-1,-,4,"2,2',4,4'-Tetrabromodiphenyl ether; BDE-047",A1613,12206419,1805,2,1.5E-5 +- 2.0E-6,g/L,7.51,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,5436-43-1,-,2,"2,2',4,4'-Tetrabromodiphenyl ether; BDE-047",A1615,17215027,1861,1,3.04E-8,mol/L,7.517,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,5436-43-1,-,3,"2,2',4,4'-Tetrabromodiphenyl ether; BDE-047",A2002,12785581,1254,1,1.95E-4,mmol/L,6.71,-log(M),,25.0,?C,,-,,,,-
BrC1=CC=C(OC2=CC=C(Br)C=C2Br)C=C1Br,189084-61-5,-,5,"BDE-066; 2,3',4,4'-tetrabromodiphenyl ether",A1613,12206419,1805,2,1.8E-5 +- 3.0E-6,g/L,7.431,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
BrC1=CC=C(OC2=CC=C(Br)C(Br)=C2)C=C1Br,93703-48-1,-,6,"BDE-077; 3,3',4,4'-tetrabromodiphenyl ether",A1613,12206419,1805,2,6.0E-6 +- 1.0E-7,g/L,7.908,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C=C2)Br)Br)Br,182346-21-0,-,10,"2,2',3,4,4'-Pentabromodiphenyl ether; BDE-085",A1609,11916035,197,1,9.0E-7,mg/L,11.8,-log(M),,,-,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C=C2)Br)Br)Br,182346-21-0,-,7,"2,2',3,4,4'-Pentabromodiphenyl ether; BDE-085",A1613,12206419,1805,2,6.0E-6 +- 1.0E-7,g/L,7.974,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,60348-60-9,-,11,"2,2',4,4',5-Pentabromodiphenyl ether; BDE-099",A1609,11916035,197,1,0.0024,mg/L,8.372,-log(M),,,-,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,60348-60-9,-,11,"2,2',4,4',5-Pentabromodiphenyl ether; BDE-099",A1609,11916035,197,1,9.0E-7,mg/L,11.8,-log(M),,,-,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,60348-60-9,-,8,"2,2',4,4',5-Pentabromodiphenyl ether; BDE-099",A1613,12206419,1805,2,9.4E-6 +- 8.0E-7,g/L,7.779,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,60348-60-9,-,3,"2,2',4,4',5-Pentabromodiphenyl ether; BDE-099",A1615,17215027,1861,1,7.74E-9,mol/L,8.111,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,60348-60-9,-,4,"2,2',4,4',5-Pentabromodiphenyl ether; BDE-099",A2002,12785581,1254,1,6.88E-5,mmol/L,7.162,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2Br)Br)Br,189084-64-8,-,9,"BDE-100; 2,2',4,4',6-pentabromodiphenyl ether",A1613,12206419,1805,2,4.0E-5 +- 1.0E-5,g/L,7.15,-log(M),,25.0,?C,,-,,,,-
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2Br)Br)Br,189084-64-8,-,5,"BDE-100; 2,2',4,4',6-pentabromodiphenyl ether",A2002,12785581,1254,1,9.58E-5,mmol/L,7.019,-log(M),,25.0,?C,,-,,,,-
BrC1=C(OC2=CC=CC=C2)C(Br)=C(Br)C(Br)=C1Br,-,-,12,"BDE-116; 2,3,4,5,6-pentabromodiphenyl ether",A1609,11916035,197,1,9.0E-7,mg/L,11.8,-log(M),,,-,,-,uncertain CASRN,,,-
BrC1=CC=C(OC2=C(Br)C=C(Br)C=C2Br)C=C1Br,189084-66-0,-,13,"BDE-119; 2,3',4,4',6-pentabromodiphenyl ether",A1609,11916035,197,1,9.0E-7,mg/L,11.8,-log(M),,,-,,-,uncertain CASRN,,,-
C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,68631-49-2,-,10,"BDE-153; 2,2',4,4',5,5'-Hexabromodiphenyl ether",A1613,12206419,1805,2,8.7E-7 +- 6.0E-8,g/L,8.869,-log(M),,25.0,?C,,-,,,,-
C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,68631-49-2,-,4,"BDE-153; 2,2',4,4',5,5'-Hexabromodiphenyl ether",A1615,17215027,1861,1,5.04E-5 +- 2.7E-6,mg/L,10.11,-log(M),,25.0,?C,,-,,,,-
C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,68631-49-2,-,6,"BDE-153; 2,2',4,4',5,5'-Hexabromodiphenyl ether",A2002,12785581,1254,1,2.59E-5,mmol/L,7.587,-log(M),,25.0,?C,,-,,,,-
BrC1=CC(OC2=C(Br)C=C(Br)C=C2Br)=C(Br)C=C1Br,207122-15-4,-,11,"BDE-154; 2,2',4,4',5,6'-hexabromodiphenyl ether",A1613,12206419,1805,2,8.7E-7 +- 9.0E-8,g/L,8.869,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
BrC1=C(OC2=CC(Br)=C(Br)C=C2Br)C(Br)=C(Br)C(Br)=C1,207122-16-5,-,12,"BDE-183; 2,2',3,4,4',5',6-heptabromodiphenyl ether",A1613,12206419,1805,2,1.5E-6 +- 3.0E-7,g/L,8.683,-log(M),,25.0,?C,,-,uncertain CASRN,,,-
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br,87-82-1,-,1,HBB; hexabromobenzene,A1613,12206419,1805,2,3.0E-6 +- 5.0E-7,g/L,8.264,-log(M),,25.0,?C,,-,,,,-
O=C(C1=C(C=C2C(C(CC(C)C2(C)C)(C)C)=C1)C)C,1506-02-1,-,-,"FRA-002; AHTN(tonalide,tetralide,fixolide)",A2015,-,960,1,1.25,mg/L,5.315,-log(M),,,-,,-,,RIVM,,-
O=C(C(=CC1C(=CCCC1(C)C)C)C)C,127-51-5,-,-,FRA-021; g-methyl ionone,A2015,-,960,1,9.0,mg/L,4.36,-log(M),,,-,,-,,RIFM,,-
O1CC(C2=C(C=C3C(C(C(C)C3(C)C)(C)C)=C2)C1)C,1222-05-5,-,-,FRA-024; HHCB (Galaxolide),A2015,-,960,1,1.75,mg/L,5.169,-log(M),,,-,,-,,RIVM,,-
O=C(C1=C(C(N(=O)=O)=C(C(N(=O)=O)=C1C)C(C)(C)C)C)C,81-14-1,-,-,FRA-043; Musk ketone,A2020,9415982,2978,1,1.9,mg/L,5.19,-log(M),,,-,,-,,,,-
O=C(C1=C(C(N(=O)=O)=C(C(N(=O)=O)=C1C)C(C)(C)C)C)C,81-14-1,-,-,FRA-043; Musk ketone,A2015,-,960,1,1.9,mg/L,5.19,-log(M),,,-,,-,,,,-
N(=O)(=O)C1=C(C(N(=O)=O)=C(C(N(=O)=O)=C1C)C(C)(C)C)C,81-15-2,-,-,FRA-044; Musk xylene,A2020,9415982,2978,1,0.49,mg/L,5.783,-log(M),,,-,,-,,,,-
N(=O)(=O)C1=C(C(N(=O)=O)=C(C(N(=O)=O)=C1C)C(C)(C)C)C,81-15-2,-,-,FRA-044; Musk xylene,A2015,-,960,1,0.49,mg/L,5.783,-log(M),,,-,,-,,,,-
O=C(C1(C(CC2=C(C(CCC2)(C)C)C1)C)C)C,54464-57-2,-,,FRA-045; OTNE,A2015,-,960,1,2.68,mg/L,4.942,-log(M),,,-,,-,,RIFM,,-
O=CC(C)CC1=CC=C(C=C1)C(C)(C)C,80-54-6,-,,FRA-048; p-t-bucinal,A2015,-,960,1,33.0,mg/L,3.792,-log(M),,,-,,-,,RIFM,,-
N(=O)(=O)C1=C(C(N(=O)=O)=C(OC)C(C(C)(C)C)=C1)C,83-66-9,-,,MUSK AMBRETTE; FRA056,A2017,-,2249,1,0.79,mg/L,5.531,-log(M),,,-,,-,,,,-
N(=O)(=O)C1=C(C(N(=O)=O)=C2C(C(CC2(C)C)(C)C)=C1)C,116-66-5,-,,FRA057; Musk moskene,A2017,-,2249,1,0.046,mg/L,6.782,-log(M),,,-,,-,,,,-
N(=O)(=O)C1=C(C(N(=O)=O)=C(C(C)=C1C)C)C(C)(C)C,145-39-1,-,,FRA058; Musk tibetene,A2017,-,2249,1,0.052,mg/L,6.709,-log(M),,,-,,-,,,,-
C1=CC(Cl)=CC=C1OC(N2N=CN=C2)C(O)C(C)(C)C,55219-65-3,-,,TRIADIMENOL,A2260,-,-,,0.062,g/L,3.679,-log(M),,20.0,?C,,-,,,,-
C1=CC(F)=CC=C1C2(CN3N=CN=C3)OC2C4=CC=CC=C4Cl,106325-08-0,-,-,Epoxiconazole,A2059,-,11,B.2.1.,7.1,mg/L,4.667,-log(M),,20.0,?C,,-,,,,-
C1=CC(F)=CC=C1[Si](C)(C2=CC=C(F)C=C2)CN3N=CN=C3,85509-19-9,-,-,Flusilazole,A2106,-,8,-,41.9,mg/L,3.877,-log(M),,,-,20.0,mol/L,,,,-
C1=NC=NN1C(C(O)C(C)(C)C)CC2=CC=C(Cl)C=C2,76738-62-0,-,-,Paclobutrazol,A2073,-,10,B.2.1.,22.9,mg/L,4.108,-log(M),,,-,,-,,,,-
ClC1=CC(Cl)=CC=C1C2(CN3N=CN=C3)OC(CCC)CO2,60207-90-1,-,-,Propiconazole,A2107,-,2,-,150.0,mg/L,3.358,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1OC(N2N=CN=C2)C(O)C(C)(C)C,55219-65-3,-,-,TRIADIMENOL,A2075,-,11,B.2.1.,49.0,mg/L,3.781,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1OC(N2N=CN=C2)C(O)C(C)(C)C,55219-65-3,-,-,TRIADIMENOL,A2075,-,11,B.2.1.,95.0,mg/L,3.493,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1C(O)(C(C)C2CC2)CN3N=CN=C3,94361-06-5,-,-,Cyproconazole,A2330,-,-,-,140.0,mg/L,3.319,-log(M),,25.0,?C,,-,,,,-
C1=CC(F)=CC=C1C2(CN3N=CN=C3)OC2C4=CC=CC=C4Cl,106325-08-0,-,-,Epoxiconazole,A2330,-,-,-,6.63,mg/L,4.697,-log(M),,20.0,?C,,-,,,,-
C1=CC(F)=CC=C1[Si](C)(C2=CC=C(F)C=C2)CN3N=CN=C3,85509-19-9,-,-,Flusilazole,A2330,-,-,-,54.0,mg/L,3.766,-log(M),,20.0,Log unit,,-,,,7.2,Log unit
C1=NC=NN1C(C(O)C(C)(C)C)CC2=CC=C(Cl)C=C2,76738-62-0,-,-,Paclobutrazol,A2330,-,-,-,26.0,mg/L,4.053,-log(M),,20.0,?C,,-,,,,-
ClC1=CC(Cl)=CC=C1C2(CN3N=CN=C3)OC(CCC)CO2,60207-90-1,-,-,Propiconazole,A2330,-,-,-,110.0,mg/L,3.493,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1CCC(O)(C(C)(C)C)CN2N=CN=C2,107534-96-3,-,-,Tebuconazole,A2330,-,-,-,36.0,mg/L,3.932,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1OC(N2N=CN=C2)C(O)C(C)(C)C,55219-65-3,-,-,TRIADIMENOL,A2330,-,-,-,120.0,mg/L,3.392,-log(M),,20.0,?C,,-,,,,-
C12=CC=CC=C1NN=N2,95-14-7,-,,1H-Benzotriazole,A2539,-,-,,19800.0,mg/L,0.7793,-log(M),,25.0,?C,,-,,,,-
FC(F)C,75-37-6,-,-,"1,1-Difluoroethane",A2330,-,-,-,3200.0,mg/L,1.315,-log(M),,21.0,?C,,-,,,,-
FC(F)(F)Br,75-63-8,-,-,Bromotrifluoromethane,A2330,-,-,-,320.0,mg/L,2.668,-log(M),,25.0,?C,,-,,,,-
FC(F)(Cl)C,75-68-3,-,-,"1-CHLORO-1,1-DIFLUOROETHANE",A2330,-,-,-,1400.0,mg/L,1.856,-log(M),,25.0,?C,,-,,,,-
C(F)(F)(F)F,75-73-0,-,-,Tetrafluoromethane,A2330,-,-,-,18.8,mg/L,3.67,-log(M),,25.0,?C,,-,,,,-
FC(F)(F)CCl,75-88-7,-,-,"1,1,1-TRIFLUORO-2-CHLOROETHANE",A2330,-,-,-,9200.0,mg/L,1.11,-log(M),,25.0,?C,,-,,,,-
FC(F)(F)CO,75-89-8,-,-,"2,2,2-Trifluoroethanol",A2330,-,-,-,1000000.0,mg/L,-0.9998,-log(M),,25.0,?C,,-,,,,-
O=C(O)C(F)(F)Cl,76-04-0,-,-,"Acetic acid, chlorodifluoro-",A2330,-,-,-,1000000.0,mg/L,-0.8845,-log(M),,25.0,?C,,-,,,,-
O=C(O)C(F)(F)F,76-05-1,-,-,Trifluoroacetic acid,A2330,-,-,-,1000000.0,mg/L,-0.943,-log(M),,20.0,?C,,-,,,,-
FC(F)(C(Cl)(Cl)Cl)Cl,76-11-9,-,-,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",A2330,-,-,-,100.0,mg/L,3.309,-log(M),,25.0,?C,,-,,,,-
FC(F)(C(F)(Cl)Cl)Cl,76-13-1,-,-,"1,1,2-trichlorotrifluoroethane",A2330,-,-,-,170.0,mg/L,3.042,-log(M),,25.0,?C,,-,,,,-
FC(F)(C(F)(F)Cl)Cl,76-14-2,-,-,"1,2-dichlorotetrafluoroethane",A2330,-,-,-,130.0,mg/L,3.119,-log(M),,25.0,?C,,-,,,,-
FC(F)(F)C(F)(F)Cl,76-15-3,-,-,Chloropentafluoroethane,A2330,-,-,-,58.0,mg/L,3.425,-log(M),,25.0,?C,,-,,,,-
C(C(F)(F)F)(F)(F)F,76-16-4,-,-,HEXAFLUOROETHANE,A2330,-,-,-,7.78,mg/L,4.249,-log(M),,25.0,?C,,-,,,,-
FC(F)(C(F)(F)F)C(F)(F)F,76-19-7,-,-,OCTAFLUOROPROPANE,A2330,-,-,-,5.7,mg/L,4.518,-log(M),,15.0,?C,,-,,,,-
COC(F)(F)C(Cl)Cl,76-38-0,-,-,Methoxyflurane,A2330,-,-,-,28300.0,mg/L,0.7656,-log(M),,37.0,?C,,-,,,,-
C1(C(C(F)(F)C1(F)F)(F)F)(F)F,115-25-3,-,-,PERFLUOROCYCLOBUTANE,A2330,-,-,-,23.6,mg/L,3.928,-log(M),,25.0,?C,,-,,,,-
FC(F)=C(F)F,116-14-3,-,-,Tetrafluoroethylene,A2330,-,-,-,159.0,mg/L,2.799,-log(M),,25.0,?C,,-,,,,-
C(F)(F)(F)C(F)Br,124-72-1,-,-,"2-Bromo-1,1,1,2-tetrafluoroethane",A2330,-,-,-,2270.0,mg/L,1.901,-log(M),,37.0,?C,,-,,,,-
FC(F)(Br)C(F)(F)Br,124-73-2,-,-,"1,2-DIBROMOTETRAFLUOROETHANE",A2330,-,-,-,3.0,mg/L,4.938,-log(M),,25.0,?C,,-,,,,-
FC(F)(F)C(Cl)Br,151-67-7,-,-,Halothane,A2330,-,-,-,4070.0,mg/L,1.686,-log(M),,25.0,?C,,-,,,,-
FC(F)(F)C(Cl)Cl,306-83-2,-,-,"1,1,1-Trifluoro-2,2-dichloroethane",A2330,-,-,-,2100.0,mg/L,1.862,-log(M),,25.0,?C,,-,,,,-
O=C(O)C(F)F,381-73-7,-,-,"Acetic acid, difluoro-",A2330,-,-,-,1000000.0,mg/L,-1.018,-log(M),,25.0,?C,,-,,,,-
FC(F)(Cl)CCl,1649-08-7,-,-,"1,2-DICHLORO-1,1-DIFLUOROETHANE",A2330,-,-,-,850.0,mg/L,2.201,-log(M),,24.0,?C,,-,,,,-
ClC(F)C(F)(F)F,2837-89-0,-,-,"1-Chloro-1,2,2,2-Tetrafluoroethane",A2330,-,-,-,1500.0,mg/L,1.959,-log(M),,25.0,?C,,-,,,,-
FC(F)OC(F)(F)C(F)Cl,13838-16-9,-,-,ETHRANE [HALOETHER],A2330,-,-,-,5620.0,mg/L,1.516,-log(M),,37.0,?C,,-,,,,-
[Na+].FC(F)(C(F)F)C([O-])=O,22898-01-7,-,-,"Propanoic acid, 2,2,3,3-tetrafluoro-, sodium sal",A2330,-,-,-,22000.0,mg/L,0.8829,-log(M),,20.0,?C,,-,,,,-
FC(F)OC(Cl)C(F)(F)F,26675-46-7,-,-,Isoflurane,A2330,-,-,-,4470.0,mg/L,1.616,-log(M),,37.0,?C,,-,,,,-
O=C(OCC)CC(=O)C(F)(F)F,372-31-6,-,-,"Butanoic acid, 4,4,4-trifluoro-3-oxo-, ethyl est",A2330,-,-,-,8000.0,mg/L,1.362,-log(M),,,-,,-,,,,-
FB(F)F,7637-07-2,-,-,Boron fluoride,A2330,-,-,-,3320000.0,mg/L,-1.69,-log(M),,0.0,?C,,-,,,,-
O=C(C1=CC(=CC=C1O)N2N=C3C=CC=CC3=N2)O,6245-33-6,-,-,"Salicylic acid, 5-(2H-benzotriazol-2-yl)-",A2330,-,-,-,250.0,mg/L,3.009,-log(M),,15.0,?C,,-,,,,-
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,42509-80-8,-,-,Isazofos,A2330,-,-,-,69.0,mg/L,3.658,-log(M),,20.0,?C,,-,,,,-
ClC1=CC(Cl)=CC=C1N=C(SCC2=CC=C(Cl)C=C2)CN3N=CN=C3,86598-92-7,-,-,Imibenconazole,A2330,-,-,-,1.7,mg/L,5.384,-log(M),,20.0,?C,,-,,,,-
C1=CC(Cl)=CC=C1C(C#N)(CCCC)CN2N=CN=C2,88671-89-0,-,-,MYCLOBUTANIL,A2330,-,-,-,142.0,mg/L,3.308,-log(M),,25.0,?C,,-,,,,-
CCOC(=O)CSC1=NC(C(C)(C)C)=NN1C(=O)N(C)C,112143-82-5,-,-,Triazamate,A2330,-,-,-,433.0,mg/L,2.861,-log(M),,25.0,?C,,-,,,,-
FC1=CC=C2N=C(N3N=CN=C3)N(C4=CC=C(Cl)C=C4Cl)C(=O)C2=C1,136426-54-5,-,-,Fluquinconazole,A2330,-,-,-,1.0,mg/L,5.575,-log(M),,20.0,?C,,-,,,,-
C1(=C(C(=C(C(Br)=C1Br)Br)Br)Br)Br,87-82-1,-,-,hexabromobenzene,A2330,-,-,-,1.6E-4,mg/L,9.537,-log(M),,25.0,?C,,-,,,,-
O=C(O)C1=C(C=CC=C1)Br,88-65-3,-,-,O-BROMOBENZOIC ACID,A2330,-,-,-,1860.0,mg/L,2.034,-log(M),,25.0,?C,,-,,,,-
C1(=CC=C(Br)C=C1)Br,106-37-6,-,-,"1,4-dibromobenzene",A2330,-,-,-,20.0,mg/L,4.072,-log(M),,25.0,?C,,-,,,,-
